Name,Level,Price,Rarity,Traits,Category,Subcategory,Bulk
Electric Eelskin,10,950 gp,Common,Invested Magical Transmutation,Armor,Specific Magic Armor,1
Forge Warden,10,975 gp,Uncommon,Abjuration Magical,Shields,Specific Shields,1
Ring of Energy Resistance (Greater),10,975 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Cape of the Mountebank,10,980 gp,Uncommon,Conjuration Invested Magical,Worn Items,Other Worn Items,L
Breastplate of Command,10,1000 gp,Common,Enchantment Invested Magical,Armor,Specific Magic Armor,2
Druid's Vestments,10,1000 gp,Common,Focused Invested Primal Transmutation,Worn Items,Other Worn Items,L
Handwraps of Mighty Blows (+2 Striking),10,1000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Invisibility (Greater),10,1000 gp,Common,Illusion Magical,Runes,Armor Property Runes,—
Magic Weapon (+2 Striking),10,1000 gp,Common,Evocation Magical,Weapons,Basic Magic Weapons,—
Ring of Wizardry (Type II),10,1000 gp,Uncommon,Arcane Divination Invested,Worn Items,Other Worn Items,—
Serrating,10,1000 gp,Uncommon,Evocation Magical,Runes,Weapon Property Runes,—
Sturdy Shield (Moderate),10,1000 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Wand of Crackling Lightning (4th-Level Spell),10,1000 gp,Common,Electricity Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Hopeless Night (4th-Level Spell),10,1000 gp,Common,Darkness Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Noisome Acid (4th-Level Spell),10,1000 gp,Uncommon,Acid Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (4th-Level Spell),10,1000 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of Widening (4th-Level Spell),10,1000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Galley,10,3000 gp,Common,—,Vehicles,—,L
Fiendish Teleportation,11,—,Rare,Conjuration Contract Invested Magical,Other,Infernal Contracts,—
Oil of Repulsion,11,175 gp,Common,Abjuration Consumable Magical Oil,Consumables,Oils,L
Blightburn Resin,11,225 gp,Common,Alchemical Consumable Contact Poison,Alchemical Items,Alchemical Poisons,L
Acid Flask (Greater),11,250 gp,Common,Acid Alchemical Bomb Consumable Splash,Alchemical Items,Alchemical Bombs,L
Alchemist's Fire (Greater),11,250 gp,Common,Alchemical Bomb Consumable Fire Splash,Alchemical Items,Alchemical Bombs,L
Blight Bomb (Greater),11,250 gp,Common,Alchemical Bomb Consumable Poison Splash,Alchemical Items,Alchemical Bombs,L
Bloodhound Mask (Greater),11,250 gp,Common,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Bottled Lightning (Greater),11,250 gp,Common,Alchemical Bomb Consumable Electricity Splash,Alchemical Items,Alchemical Bombs,L
Frost Vial (Greater),11,250 gp,Common,Alchemical Bomb Cold Consumable Splash,Alchemical Items,Alchemical Bombs,L
Ghost Charge (Greater),11,250 gp,Common,Alchemical Bomb Consumable Positive Splash,Alchemical Items,Alchemical Bombs,L
Oil of Keen Edges,11,250 gp,Uncommon,Consumable Magical Oil Transmutation,Consumables,Oils,L
Peshpine Grenade (Greater),11,250 gp,Uncommon,Alchemical Bomb Consumable Splash,Alchemical Items,Alchemical Bombs,L
Potion of Swimming (Greater),11,250 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Sixfingers Elixir (Moderate),11,250 gp,Uncommon,Alchemical Consumable Elixir Polymorph,Alchemical Items,Alchemical Elixirs,L
Tanglefoot Bag (Greater),11,250 gp,Common,Alchemical Bomb Consumable,Alchemical Items,Alchemical Bombs,L
Thunderstone (Greater),11,250 gp,Common,Alchemical Bomb Consumable Sonic Splash,Alchemical Items,Alchemical Bombs,L
6th-Level Scroll,11,300 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Bestial Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Cognitive Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Drakeheart Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Dread Ampoule (Greater),11,300 gp,Common,Alchemical Bomb Consumable Emotion Fear Mental Poison Splash,Alchemical Items,Alchemical Bombs,L
Energy Mutagen (Greater),11,300 gp,Uncommon,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Juggernaut Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Potion of Disguise (Greater),11,300 gp,Uncommon,Consumable Magical Polymorph Potion Transmutation,Consumables,Potions,L
Quicksilver Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Serene Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Silvertongue Mutagen (Greater),11,300 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Spellstrike Ammunition (Type V),11,300 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Necklace of Fireballs IV,11,700 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Armor Potency (+2),11,1060 gp,Common,Abjuration Magical,Runes,Fundamental Armor Runes,—
Cassock of Devotion,11,1150 gp,Common,Divination Divine Focused Invested,Worn Items,Other Worn Items,L
Ring of Maniacal Devices,11,1175 gp,Common,Divination Invested Magical,Worn Items,Other Worn Items,—
Singing Bowl of the Versatile Stance,11,1175 gp,Uncommon,Enchantment Magical,Held Items,—,L
Bag of Holding (Type III),11,1200 gp,Common,Conjuration Extradimensional Magical,Held Items,—,1
Cold Iron Armor (Standard-Grade),11,1200 gp,Common,—,Armor,Precious Material Armor,—
Crafter's Eyepiece (Greater),11,1200 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Envisioning Mask,11,1200 gp,Common,Divination Invested Magical Mental,Worn Items,Other Worn Items,—
Rat-Catcher Trident,11,1200 gp,Uncommon,Conjuration Magical,Weapons,Specific Magic Weapons,1
Ready (Greater),11,1200 gp,Common,Evocation Magical,Runes,Armor Property Runes,—
Silver Armor (Standard-Grade),11,1200 gp,Common,—,Armor,Precious Material Armor,—
Stoneraiser Javelin,11,1200 gp,Uncommon,Conjuration Earth Magical,Weapons,Specific Magic Weapons,L
Boots of Elvenkind (Greater),11,1250 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Floating Shield,11,1250 gp,Uncommon,Magical,Shields,Specific Shields,L
Goggles of Night (Greater),11,1250 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Gorget of the Primal Roar,11,1250 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,L
Insistent Door Knocker (Greater),11,1250 gp,Common,Conjuration Magical,Held Items,—,1
Skeleton Key (Greater),11,1250 gp,Common,Magical Transmutation,Held Items,—,—
Spore Sap,11,1250 gp,Uncommon,Evocation Fungus Magical,Weapons,Specific Magic Weapons,L
Doubling Rings (Greater),11,1300 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Oathbow,11,1300 gp,Common,Divination Magical,Weapons,Specific Magic Weapons,2
Arrow-Catching Shield,11,1350 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Adamantine Weapon (Standard-Grade),11,1400 gp,Uncommon,—,Weapons,Precious Material Weapons,—
Alchemist Goggles (Greater),11,1400 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Anarchic,11,1400 gp,Common,Chaotic Evocation Magical,Runes,Weapon Property Runes,—
Axiomatic,11,1400 gp,Common,Evocation Lawful Magical,Runes,Weapon Property Runes,—
Darkwood Weapon (Standard-Grade),11,1400 gp,Uncommon,—,Weapons,Precious Material Weapons,—
Holy,11,1400 gp,Common,Evocation Good Magical,Runes,Weapon Property Runes,—
Holy Prayer Beads (Greater),11,1400 gp,Uncommon,Divine Healing Necromancy Positive,Held Items,—,—
Magic Armor (+2 Resilient),11,1400 gp,Common,Abjuration Invested Magical,Armor,Basic Magic Armor,—
Mithral Weapon (Standard-Grade),11,1400 gp,Uncommon,—,Weapons,Precious Material Weapons,—
Unholy,11,1400 gp,Common,Evil Evocation Magical,Runes,Weapon Property Runes,—
Wand of Overflowing Life (4th-Level Spell),11,1400 gp,Common,Healing Magical Necromancy Positive Wand,Wands,Specialty Wands,L
Wand of the Spider (4th-Level Spell),11,1400 gp,Common,Conjuration Magical Poison Wand,Wands,Specialty Wands,L
Magic Wand (5th-Level Spell),11,1500 gp,Common,Magical Wand,Wands,Magic Wands,L
Wand of Continuation (4th-Level Spell),11,1500 gp,Common,Magical Wand,Wands,Specialty Wands,L
Sea Touch Elixir (Moderate),12,300 gp,Common,Alchemical Consumable Elixir Polymorph,Alchemical Items,Alchemical Elixirs,L
Stone Body Mutagen (Moderate),12,300 gp,Uncommon,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Bleeding Spines Snare,12,320 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Fade Band,12,320 gp,Common,Consumable Illusion Magical Talisman,Consumables,Talismans,—
Potion of Tongues,12,320 gp,Uncommon,Consumable Divination Magical Potion,Consumables,Potions,L
Salamander Elixir (Moderate),12,320 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Scything Blade Snare,12,320 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Stunning Snare,12,320 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Winter Wolf Elixir (Moderate),12,320 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Focus Cathartic (Greater),12,325 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Mage Bane,12,325 gp,Uncommon,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
Salve of Antiparalysis (Greater),12,325 gp,Common,Consumable Healing Magical Necromancy Oil,Consumables,Oils,L
Sinew-Shock Serum (Greater),12,325 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Slumber Wine,12,325 gp,Common,Alchemical Consumable Ingested Poison Sleep,Alchemical Items,Alchemical Poisons,L
Universal Solvent (Greater),12,325 gp,Common,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Oil of Animation,12,330 gp,Uncommon,Consumable Magical Oil Transmutation,Consumables,Oils,L
Blackfinger Blight,12,350 gp,Rare,Alchemical Consumable Contact Poison Virulent,Alchemical Items,Alchemical Poisons,L
Crystal Shards (Greater),12,350 gp,Common,Alchemical Bomb Consumable Earth Splash,Alchemical Items,Alchemical Bombs,L
Incense of Distilled Death,12,350 gp,Common,Consumable Magical Necromancy Negative,Consumables,Other Consumables,—
Applereed Mutagen (Moderate),12,400 gp,Rare,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Balisse Feather,12,400 gp,Common,Consumable Divine Evocation Magical Talisman,Consumables,Talismans,—
Dragon's Breath Potion (Adult),12,400 gp,Common,Consumable Evocation Magical Potion,Consumables,Potions,L
Eye of Apprehension,12,400 gp,Common,Consumable Divination Fortune Talisman,Consumables,Talismans,—
Healing Potion (Greater),12,400 gp,Common,Consumable Healing Magical Necromancy Potion,Consumables,Potions,L
Iron Equalizer,12,400 gp,Common,Consumable Evocation Magical Talisman,Consumables,Talismans,—
Oil of Unlife (Greater),12,400 gp,Common,Consumable Magical Necromancy Negative Oil,Consumables,Oils,L
Penetrating Ammunition,12,400 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Plasma Hype,12,400 gp,Rare,Alchemical Consumable Drug Ingested Poison,Alchemical Items,Drugs,L
Potion of Retaliation (Greater),12,400 gp,Common,Consumable Evocation Magical Potion,Consumables,Potions,L
Vaccine (Greater),12,400 gp,Rare,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Striking (Greater),12,1065 gp,Common,Evocation Magical,Runes,Fundamental Weapon Runes,—
Adamantine Armor (Standard-Grade),12,1600 gp,Uncommon,—,Armor,Precious Material Armor,—
Darkwood Armor (Standard-Grade),12,1600 gp,Uncommon,—,Armor,Precious Material Armor,—
Dragonhide Armor (Standard-Grade),12,1600 gp,Uncommon,—,Armor,Precious Material Armor,—
Lich Phylactery,12,1600 gp,Rare,Arcane Necromancy Negative,Held Items,—,—
Mithral Armor (Standard-Grade),12,1600 gp,Uncommon,—,Armor,Precious Material Armor,—
Standard-Grade Sovereign Steel Weapon,12,1600 gp,Rare,—,Weapons,Precious Material Weapons,L
Energy-Resistant (Greater),12,1650 gp,Common,Abjuration Magical,Runes,Armor Property Runes,—
Jawbreaker Shield,12,1650 gp,Uncommon,Abjuration Magical,Shields,Specific Shields,1
Four-Ways Dogslicer,12,1700 gp,Uncommon,Cold Electricity Evocation Fire Magical,Weapons,Specific Magic Weapons,L
Cloak of Elvenkind (Greater),12,1750 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,L
Ring of Climbing,12,1750 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Ring of Swimming,12,1750 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Verdant Staff (Greater),12,1750 gp,Common,Divination Magical Staff,Staves,—,1
Marvelous Medicines,12,1800 gp,Common,Magical Necromancy,Held Items,—,1
Mentalist's Staff (Major),12,1800 gp,Common,Divination Magical Staff,Staves,—,1
Ring of Stoneshifting,12,1800 gp,Uncommon,Conjuration Earth Invested Magical Teleportation,Worn Items,Other Worn Items,L
Ringmaster's Staff (Greater),12,1800 gp,Uncommon,Illusion Magical Staff,Staves,—,1
Staff of Fire (Major),12,1800 gp,Common,Evocation Magical Staff,Staves,—,1
Staff of Healing (Major),12,1800 gp,Common,Magical Necromancy Staff,Staves,—,1
Staff of Impossible Visions (Greater),12,1800 gp,Uncommon,Illusion Magical Staff,Staves,—,1
Staff of the Black Desert,12,1850 gp,Uncommon,Divination Magical Staff,Staves,—,1
Aeon Stone (Pink Rhomboid),12,1900 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Animal Staff (Major),12,1900 gp,Common,Divination Magical Staff,Staves,—,1
Broom of Flying,12,1900 gp,Common,Magical Transmutation,Held Items,—,1
Bullhook (Greater),12,1900 gp,Uncommon,Enchantment Magical,Held Items,—,1
Aeon Stone (Black Pearl),12,2000 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Berserker's Cloak,12,2000 gp,Common,Invested Primal Transmutation,Worn Items,Other Worn Items,1
Fearsome (Greater),12,2000 gp,Common,Emotion Enchantment Fear Magical Mental,Runes,Weapon Property Runes,—
Fortification,12,2000 gp,Common,Abjuration Magical,Runes,Armor Property Runes,—
Handwraps of Mighty Blows (+2 Greater Striking),12,2000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Magic Weapon (+2 Greater Striking),12,2000 gp,Common,Evocation Magical,Weapons,Basic Magic Weapons,—
Ring of Wizardry (Type III),12,2000 gp,Uncommon,Arcane Divination Invested,Worn Items,Other Worn Items,—
Wand of Smoldering Fireballs (5th-Level Spell),12,2000 gp,Common,Evocation Fire Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (5th-Level Spell),12,2000 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of Widening (5th-Level Spell),12,2000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Airship,12,6000 gp,Rare,—,Vehicles,—,L
Deathcap Powder,13,450 gp,Common,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Panacea,13,450 gp,Uncommon,Consumable Healing Magical Necromancy Potion,Consumables,Potions,L
Gorgon's Breath,13,475 gp,Uncommon,Alchemical Consumable Inhaled Poison,Alchemical Items,Alchemical Poisons,L
Purple Worm Venom,13,500 gp,Common,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
Explosive Ammunition (Greater),13,520 gp,Common,Consumable Evocation Fire Magical,Consumables,Ammunition,—
Mending Lattice,13,525 gp,Uncommon,Abjuration Consumable Magical Talisman,Consumables,Talismans,—
Purple Worm Repellent,13,550 gp,Uncommon,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
7th-Level Scroll,13,600 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Elixir of Life (Greater),13,600 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Spellstrike Ammunition (Type VI),13,600 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Time Shield Potion,13,600 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Necklace of Fireballs V,13,1600 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Aeon Stone (Pale Lavender Ellipsoid),13,2200 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Blightburn Ward,13,2300 gp,Uncommon,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Bag of Holding (Type IV),13,2400 gp,Common,Conjuration Extradimensional Magical,Held Items,—,1
Standard-Grade Sovereign Steel Armor,13,2400 gp,Rare,—,Armor,Precious Material Armor,L
Slates of Distant Letters,13,2450 gp,Common,Divination Magical,Held Items,—,L
Celestial Armor,13,2500 gp,Common,Divine Good Invested Transmutation,Armor,Specific Magic Armor,1
Demon Armor,13,2500 gp,Common,Divine Evil Invested Necromancy,Armor,Specific Magic Armor,4
Elven Chain (Standard-Grade),13,2500 gp,Uncommon,—,Armor,Precious Material Armor,—
Winged,13,2500 gp,Common,Magical Transmutation,Runes,Armor Property Runes,—
Mail of Luck,13,2600 gp,Common,Divination Invested Magical,Armor,Specific Magic Armor,3
Dancing,13,2700 gp,Uncommon,Evocation Magical,Runes,Weapon Property Runes,—
Eye of Fortune,13,2700 gp,Common,Divination Invested Magical,Worn Items,Other Worn Items,—
Ring of the Ram (Greater),13,2700 gp,Common,Evocation Force Invested Magical,Worn Items,Other Worn Items,—
Spell-Storing,13,2700 gp,Uncommon,Abjuration Magical,Runes,Weapon Property Runes,—
Wondrous Figurine (Marble Elephant),13,2700 gp,Common,Conjuration Magical,Held Items,—,L
Dwarven Thrower,13,2750 gp,Common,Evocation Magical,Weapons,Specific Magic Weapons,1
Anchor Spear,13,2800 gp,Uncommon,Magical Transmutation,Weapons,Specific Magic Weapons,1
Ankylostar,13,2800 gp,Uncommon,Magical Transmutation,Weapons,Specific Magic Weapons,1
Bloodbane (Greater),13,2800 gp,Uncommon,Dwarf Evocation Magical,Runes,Weapon Property Runes,—
Bomber's Saddle,13,2800 gp,Uncommon,Companion Invested Magical,Worn Items,Companion Items,2
Flame Tongue,13,2800 gp,Common,Evocation Fire Magical,Weapons,Specific Magic Weapons,1
Noxious Jerkin,13,2800 gp,Rare,Evocation Magical,Armor,Specific Magic Armor,L
Knapsack of Halflingkind (Greater),13,2850 gp,Uncommon,Conjuration Extradimensional Healing Invested Magical,Worn Items,Other Worn Items,L
Boots of Speed,13,3000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Hellfire Boots,13,3000 gp,Common,Evocation Fire Invested Magical,Worn Items,Other Worn Items,1
Keen,13,3000 gp,Uncommon,Magical Transmutation,Runes,Weapon Property Runes,—
Magic Wand (6th-Level Spell),13,3000 gp,Common,Magical Wand,Wands,Magic Wands,L
Medusa's Scream,13,3000 gp,Common,Magical Transmutation,Shields,Specific Shields,1
Rock-Braced,13,3000 gp,Rare,Abjuration Dwarf Magical Saggorak,Runes,Armor Property Runes,—
Sturdy Shield (Greater),13,3000 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Wand of Continuation (5th-Level Spell),13,3000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Wand of Manifold Missiles (5th-Level Spell),13,3000 gp,Common,Evocation Force Magical Wand,Wands,Specialty Wands,L
Wand of Overflowing Life (5th-Level Spell),13,3000 gp,Common,Healing Magical Necromancy Positive Wand,Wands,Specialty Wands,L
Addiction Suppressant (Major),14,500 gp,Rare,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Antidote (Major),14,675 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Antiplague (Major),14,675 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Bomber's Eye Elixir (Greater),14,700 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Grinning Pugwampi,14,700 gp,Uncommon,Consumable Enchantment Magical Misfortune Talisman,Consumables,Talismans,—
Starshot Arrow (Greater),14,800 gp,Rare,Conjuration Consumable Magical,Consumables,Ammunition,—
Potion of Resistance (Greater),14,850 gp,Common,Abjuration Consumable Magical Potion,Consumables,Potions,L
Viper's Fang,14,850 gp,Common,Consumable Evocation Magical Talisman,Consumables,Talismans,—
Dazing Coil,14,900 gp,Common,Consumable Enchantment Magical Talisman,Consumables,Talismans,—
Engulfing Snare,14,900 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Ghost Ammunition,14,900 gp,Common,Magical Transmutation,Consumables,Ammunition,—
Iron Cudgel,14,900 gp,Common,Consumable Evocation Magical Talisman,Consumables,Talismans,—
Ruby String,14,900 gp,Rare,Conjuration Consumable,Consumables,Other Consumables,—
Resilient (Greater),14,3440 gp,Common,Abjuration Magical,Runes,Fundamental Armor Runes,—
Crystal Ball (Clear Quartz),14,3800 gp,Uncommon,Divination Magical Scrying,Held Items,—,L
Primeval Mistletoe (Greater),14,3900 gp,Common,Primal Transmutation,Held Items,—,—
Bracers of Armor II,14,4000 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,L
Deepdread Claw,14,4000 gp,Rare,Evocation Invested Magical,Weapons,Specific Magic Weapons,1
Glaive of the Artist,14,4000 gp,Uncommon,Enchantment Magical,Weapons,Specific Magic Weapons,2
Pactmaster's Grace,14,4000 gp,Uncommon,Divination Invested Magical,Worn Items,Other Worn Items,—
Staff of Abjuration (Major),14,4000 gp,Common,Abjuration Magical Staff,Staves,—,1
Staff of Conjuration (Major),14,4000 gp,Common,Conjuration Magical Staff,Staves,—,1
Staff of Divination (Major),14,4000 gp,Common,Divination Magical Staff,Staves,—,1
Staff of Enchantment (Major),14,4000 gp,Common,Enchantment Magical Staff,Staves,—,1
Staff of Evocation (Major),14,4000 gp,Common,Evocation Magical Staff,Staves,—,1
Staff of Illusion (Major),14,4000 gp,Common,Illusion Magical Staff,Staves,—,1
Staff of Nature's Vengeance (Greater),14,4000 gp,Common,Evocation Magical Staff,Staves,—,1
Staff of Necromancy (Major),14,4000 gp,Common,Magical Necromancy Staff,Staves,—,1
Staff of Transmutation (Major),14,4000 gp,Common,Magical Staff Transmutation,Staves,—,1
Storm Flash,14,4000 gp,Common,Electricity Evocation Magical,Weapons,Specific Magic Weapons,1
Staff of Providence (Major),14,4100 gp,Common,Divination Magical Staff,Staves,—,1
Boots of Bounding (Greater),14,4250 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Horseshoes of Speed (Greater),14,4250 gp,Common,Companion Invested Primal Transmutation,Worn Items,Companion Items,1
Disrupting (Greater),14,4300 gp,Common,Magical Necromancy,Runes,Weapon Property Runes,—
Rod of Negation,14,4300 gp,Common,Abjuration Magical,Held Items,—,1
Ring of Energy Resistance (Major),14,4400 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Glorious Plate,14,4500 gp,Rare,Evocation Good Light Magical,Armor,Specific Magic Armor,4
Holy Avenger,14,4500 gp,Uncommon,Divine Evocation Good Lawful,Weapons,Specific Magic Weapons,1
Magic Armor (+2 Greater Resilient),14,4500 gp,Common,Abjuration Invested Magical,Armor,Basic Magic Armor,—
Ring of Wizardry (Type IV),14,4500 gp,Uncommon,Arcane Divination Invested,Worn Items,Other Worn Items,—
Wand of Crackling Lightning (6th-Level Spell),14,4500 gp,Common,Electricity Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Noisome Acid (6th-Level Spell),14,4500 gp,Uncommon,Acid Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (6th-Level Spell),14,4500 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of the Snowfields (5th-Level Spell),14,4500 gp,Common,Cold Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Widening (6th-Level Spell),14,4500 gp,Common,Magical Wand,Wands,Specialty Wands,L
Steam Giant,14,12500 gp,Rare,—,Vehicles,—,L
Infernal Health,15,—,Rare,Contract Healing Invested Magical,Other,Infernal Contracts,—
Bravo's Brew (Greater),15,700 gp,Common,Alchemical Consumable Elixir Mental,Alchemical Items,Alchemical Elixirs,L
Sea Touch Elixir (Greater),15,920 gp,Common,Alchemical Consumable Elixir Polymorph,Alchemical Items,Alchemical Elixirs,L
Stone Body Mutagen (Greater),15,920 gp,Uncommon,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Dragon Bile,15,925 gp,Common,Alchemical Consumable Contact Poison,Alchemical Items,Alchemical Poisons,L
Mindfog Mist,15,1000 gp,Common,Alchemical Consumable Inhaled Poison,Alchemical Items,Alchemical Poisons,L
Potion of Flying (Greater),15,1000 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Azure Worm Repellent,15,1100 gp,Uncommon,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Obfuscation Oil,15,1200 gp,Common,Consumable Illusion Magical Oil,Consumables,Oils,L
8th-Level Scroll,15,1300 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Disintegration Bolt,15,1300 gp,Uncommon,Consumable Evocation Magical,Consumables,Ammunition,—
Elixir of Life (Major),15,1300 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Spellstrike Ammunition (Type VII),15,1300 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Stone Bullet,15,1300 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Demilich Eye Gem,15,3000 gp,Rare,Arcane,Held Items,—,—
Necklace of Fireballs VI,15,4200 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Cold Iron Object (High-Grade),15,4500 gp,Common,Precious,Materials,—,—
Silver Object (High-Grade),15,4500 gp,Common,Precious,Materials,—,—
Cold Iron Buckler (High-Grade),15,5000 gp,Common,—,Shields,Precious Material Shields,L
Silver Buckler (High-Grade),15,5000 gp,Common,—,Shields,Precious Material Shields,L
Heedless Spurs,15,5200 gp,Rare,Abjuration Magical,Worn Items,Other Worn Items,L
Cold Iron Shield (High-Grade),15,5500 gp,Common,—,Shields,Precious Material Shields,1
Silver Shield (High-Grade),15,5500 gp,Common,—,Shields,Precious Material Shields,1
Victory Plate (Greater),15,5500 gp,Uncommon,Abjuration Invested Magical,Armor,Specific Magic Armor,4
Radiant Lance,15,5750 gp,Uncommon,Divine Evocation Fire Good Light,Weapons,Specific Magic Weapons,2
Dragonscale Amulet,15,5800 gp,Rare,Enchantment Invested Magical,Worn Items,Other Worn Items,—
Reforging Shield,15,6000 gp,Rare,Abjuration Magical,Shields,Specific Shields,1
Wondrous Figurine (Obsidian Steed),15,6000 gp,Common,Conjuration Magical,Held Items,—,L
Antimagic,15,6500 gp,Uncommon,Abjuration Magical,Runes,Armor Property Runes,—
Blade of the Black Soverign,15,6500 gp,Unique,Electricity Evocation Magical,Weapons,Specific Magic Weapons,2
Corrosive (Greater),15,6500 gp,Common,Acid Conjuration Magical,Runes,Weapon Property Runes,—
